code,descr,lang_code,is_active,cr_by,cr_dtimes
SMS-Acknowledgement,Template for SMS Acknowledgement,eng,TRUE,superadmin,now()
RPR_UIN_CARD_TEMPLATE,UIN card template,eng,TRUE,superadmin,now()
RPR_UIN_DEAC_SMS,Template for UIN Deactivation SMS,eng,TRUE,superadmin,now()
RPR_UIN_DEAC_EMAIL,Template for UIN Deactivation Email,eng,TRUE,superadmin,now()
RPR_UIN_REAC_SMS,Template for UIN Reactivate SMS,eng,TRUE,superadmin,now()
RPR_UIN_REAC_EMAIL,Template for UIN Reactivate Email,eng,TRUE,superadmin,now()
reg-sms-notification,Registration Acknowledgement Template,eng,TRUE,superadmin,now()
reg-email-notification,Registration Acknowledgement Template,eng,TRUE,superadmin,now()
consent,Consent,eng,TRUE,superadmin,now()
auth-otp-email-subject-template,Auth OTP Email Subject Template,eng,TRUE,superadmin,now()
auth-otp-email-content-template,Auth OTP Email Content Template,eng,TRUE,superadmin,now()
auth-otp-sms-template,Auth OTP SMS Template,eng,TRUE,superadmin,now()
lostUIN-email-notification,Lost UIN Acknowledgement Template,eng,TRUE,superadmin,now()
lostUIN-sms-notification,Lost UIN Acknowledgement Template,eng,TRUE,superadmin,now()
updateUIN-email-notification,Updtae UIN Acknowledgement Template,eng,TRUE,superadmin,now()
updateUIN-sms-notification,Updtae UIN Acknowledgement Template,eng,TRUE,superadmin,now()
cancel-appointment,Template for Cancel Appointment,eng,TRUE,superadmin,now()
RPR_LOST_UIN_SMS,Lost UIN Notification SMS,eng,TRUE,superadmin,now()
RPR_LOST_UIN_EMAIL,Lost UIN Notification Email,eng,TRUE,superadmin,now()
RPR_MASKED_UIN_CARD_TEMPLATE,Masked UIN card template,eng,TRUE,superadmin,now()
RS_AUTH_HIST_SUCCESS_EMAIL,Authentication History Request Success Email,eng,TRUE,superadmin,now()
RS_AUTH_HIST_SUCCESS_SMS,Authentication History Request Success SMS,eng,TRUE,superadmin,now()
RS_AUTH_HIST_SUCCESS_EMAIL_SUB,Authentication History Request Success EMAIL Subject,eng,TRUE,superadmin,now()
RS_DOW_UIN_SUCCESS_EMAIL,Successful Download of e-UIN Email,eng,TRUE,superadmin,now()
RS_DOW_UIN_SUCCESS_EMAIL_SUB,Successful Download of e-UIN Email Subject,eng,TRUE,superadmin,now()
RS_DOW_UIN_SUCCESS_SMS,Successful Download of e-UIN SMS,eng,TRUE,superadmin,now()
RS_LOCK_AUTH_SUCCESS_EMAIL,Successful Locking of Auth Types Email,eng,TRUE,superadmin,now()
RS_LOCK_AUTH_SUCCESS_EMAIL_SUB,Successful Locking of Auth Types Email Subject,eng,TRUE,superadmin,now()
RS_LOCK_AUTH_SUCCESS_SMS,Successful Locking of Auth Types SMS,eng,TRUE,superadmin,now()
RS_UNLOCK_AUTH_SUCCESS_EMAIL,Successful Unlocking of Auth Types Email,eng,TRUE,superadmin,now()
RS_UNLOCK_AUTH_SUCCESS_EMAIL_SUB,Successful Unlocking of Auth Types Email Subject,eng,TRUE,superadmin,now()
RS_UNLOCK_AUTH_SUCCESS_SMS,Successful Unlocking of Auth Types SMS,eng,TRUE,superadmin,now()
RS_VIN_GEN_SUCCESS_EMAIL,VID Generation Success Email,eng,TRUE,superadmin,now()
RS_VIN_GEN_SUCCESS_EMAIL_SUB,VID Generation Success Email Subject,eng,TRUE,superadmin,now()
RS_VIN_GEN_SUCCESS_SMS,VID Generation Success SMS,eng,TRUE,superadmin,now()
RS_VIN_REV_SUCCESS_EMAIL,VID Revocation Success Email,eng,TRUE,superadmin,now()
RS_VIN_REV_SUCCESS_EMAIL_SUB,VID Revocation Success Email Subject,eng,TRUE,superadmin,now()
RS_VIN_REV_SUCCESS_SMS,VID Revocation Success SMS,eng,TRUE,superadmin,now()
RS_UIN_RPR_SUCCESS_EMAIL,Reprint Request Success Email,eng,TRUE,superadmin,now()
RS_UIN_RPR_SUCCESS_EMAIL_SUB,Reprint Request Success Email Subject,eng,TRUE,superadmin,now()
RS_UIN_RPR_SUCCESS_SMS,Reprint Request Success SMS,eng,TRUE,superadmin,now()
RS_AUTH_HIST_FAILURE_EMAIL,Authentication History Request Failure Email,eng,TRUE,superadmin,now()
RS_AUTH_HIST_FAILURE_EMAIL_SUB,Authentication History Request Failure Email Subject,eng,TRUE,superadmin,now()
RS_AUTH_HIST_FAILURE_SMS,Authentication History Request Failure SMS,eng,TRUE,superadmin,now()
RS_DOW_UIN_FAILURE_EMAIL,Download e-UIN Failure Email,eng,TRUE,superadmin,now()
RS_DOW_UIN_FAILURE_EMAIL_SUB,Download e-UIN Failure Email Subject,eng,TRUE,superadmin,now()
RS_DOW_UIN_FAILURE_SMS,Download e-UIN Failure SMS,eng,TRUE,superadmin,now()
RS_LOCK_AUTH_FAILURE_EMAIL,Failure in Locking of Auth Types Email,eng,TRUE,superadmin,now()
RS_LOCK_AUTH_FAILURE_EMAIL_SUB,Failure in Locking of Auth Types Email Subject,eng,TRUE,superadmin,now()
RS_LOCK_AUTH_FAILURE_SMS,Failure in Locking of Auth Types SMS,eng,TRUE,superadmin,now()
RS_UIN_RPR_FAILURE_EMAIL,Reprint Request Failure Email,eng,TRUE,superadmin,now()
RS_UIN_RPR_FAILURE_EMAIL_SUB,Reprint Request Failure Email Subject,eng,TRUE,superadmin,now()
RS_UIN_RPR_FAILURE_SMS,Reprint Request Failure SMS,eng,TRUE,superadmin,now()
RS_UNLOCK_AUTH_FAILURE_EMAIL,Failure in Unlocking of Auth Types Email,eng,TRUE,superadmin,now()
RS_UNLOCK_AUTH_FAILURE_EMAIL_SUB,Failure in Unlocking of Auth Types Email Subject,eng,TRUE,superadmin,now()
RS_UNLOCK_AUTH_FAILURE_SMS,Failure in Unlocking of Auth Types SMS,eng,TRUE,superadmin,now()
RS_VIN_GEN_FAILURE_EMAIL,VID Generation Failure Email,eng,TRUE,superadmin,now()
RS_VIN_GEN_FAILURE_EMAIL_SUB,VID Generation Failure Email Subject,eng,TRUE,superadmin,now()
RS_VIN_GEN_FAILURE_SMS,VID Generation Failure SMS,eng,TRUE,superadmin,now()
RS_VIN_REV_FAILURE_EMAIL,VID Revocation Failure Email,eng,TRUE,superadmin,now()
RS_VIN_REV_FAILURE_EMAIL_SUB,VID Revocation Failure Email Subject,eng,TRUE,superadmin,now()
RS_VIN_REV_FAILURE_SMS,VID Revocation Failure SMS,eng,TRUE,superadmin,now()
RS_UIN_UPDATE_SUCCESS_EMAIL,UIN Update Request Placed Successfully Email,eng,TRUE,superadmin,now()
RS_UIN_UPDATE_SUCCESS_EMAIL_SUB,UIN Update Request Placed Successfully Email Subject,eng,TRUE,superadmin,now()
RS_UIN_UPDATE_SUCCESS_SMS,UIN Update Request Placed Successfully SMS,eng,TRUE,superadmin,now()
RS_UIN_UPDATE_FAILURE_EMAIL,UIN Update Request Failed Email,eng,TRUE,superadmin,now()
RS_UIN_UPDATE_FAILURE_EMAIL_SUB,UIN Update Request Failed Email Subject,eng,TRUE,superadmin,now()
RS_UIN_UPDATE_FAILURE_SMS,UIN Update Request Failed SMS,eng,TRUE,superadmin,now()
RPR_RPV_SUC_EMAIL,Registration Packet Validation Success Email,eng,TRUE,superadmin,now()
RPR_RPV_SUC_SMS,Registration Packet Validation Success SMS,eng,TRUE,superadmin,now()
RPR_UPV_SUC_EMAIL,Update Packet Validation Success Email,eng,TRUE,superadmin,now()
RPR_UPV_SUC_SMS,Update Packet Validation Success SMS,eng,TRUE,superadmin,now()
RPR_LPV_SUC_EMAIL,Lost Packet Validation Success Email,eng,TRUE,superadmin,now()
RPR_LPV_SUC_SMS,Lost Packet Validation Success SMS,eng,TRUE,superadmin,now()
RPR_RUPV_SUC_EMAIL,Resident Update Packet Validation Success Email,eng,TRUE,superadmin,now()
RPR_RUPV_SUC_SMS,Resident Update Packet Validation Success SMS,eng,TRUE,superadmin,now()
RPR_PPV_SUC_EMAIL,Re-print Packet Validation Success Email,eng,TRUE,superadmin,now()
RPR_PPV_SUC_SMS,Re-print Packet Validation Success SMS,eng,TRUE,superadmin,now()
RPR_APV_SUC_EMAIL,Activate Packet Validation Success Email,eng,TRUE,superadmin,now()
RPR_APV_SUC_SMS,Activate Packet Validation Success SMS,eng,TRUE,superadmin,now()
RPR_DPV_SUC_EMAIL,De-activate Packet Validation Success Email,eng,TRUE,superadmin,now()
RPR_DPV_SUC_SMS,De-activate Packet Validation Success SMS,eng,TRUE,superadmin,now()
RPR_RPV_SUC_EMAIL_SUB,Registration Packet Validation Success Email Sub,eng,TRUE,superadmin,now()
RPR_UPV_SUC_EMAIL_SUB,Update Packet Validation Success Email Sub,eng,TRUE,superadmin,now()
RPR_LPV_SUC_EMAIL_SUB,Lost Packet Validation Success Email Sub,eng,TRUE,superadmin,now()
RPR_PPV_SUC_EMAIL_SUB,Re-print Packet Validation Success Email Sub,eng,TRUE,superadmin,now()
RPR_RUPV_SUC_EMAIL_SUB,Resident Update Packet Validation Success Email Sub,eng,TRUE,superadmin,now()
RPR_APV_SUC_EMAIL_SUB,Activate Packet Validation Success Email Sub,eng,TRUE,superadmin,now()
RPR_DPV_SUC_EMAIL_SUB,De-activate Packet Validation Success Email Sub,eng,TRUE,superadmin,now()
RS_CRE_REQ_SUCCESS_SMS,Credential Issuance Success SMS,eng,TRUE,superadmin,now()
RS_CRE_REQ_SUCCESS_EMAIL,Credential Issuance Success EMAIL,eng,TRUE,superadmin,now()
RS_CRE_REQ_SUCCESS_EMAIL_SUB,Credential Issuance Success EMAIL Subject,eng,TRUE,superadmin,now()
RS_CRE_STATUS_SMS,Credential Issuance Status Check SMS,eng,TRUE,superadmin,now()
RS_CRE_STATUS_EMAIL,Credential Issuance Status Check EMAIL,eng,TRUE,superadmin,now()
RS_CRE_STATUS_EMAIL_SUB,Credential Issuance Status Check EMAIL Subject,eng,TRUE,superadmin,now()
RS_CRE_CANCEL_SUCCESS_SMS,Credential Request Cancel Success SMS,eng,TRUE,superadmin,now()
RS_CRE_CANCEL_SUCCESS_EMAIL,Credential Request Cancel Success EMAIL,eng,TRUE,superadmin,now()
RS_CRE_CANCEL_SUCCESS_EMAIL_SUB,Credential Request Cancel Success EMAIL Subject,eng,TRUE,superadmin,now()
RS_CRE_REQ_FAILURE_SMS,Credential Issuance Failure SMS,eng,TRUE,superadmin,now()
RS_CRE_REQ_FAILURE_EMAIL,Credential Issuance Failure EMAIL,eng,TRUE,superadmin,now()
RS_CRE_REQ_FAILURE_EMAIL_SUB,Credential Issuance Failure EMAIL Subject,eng,TRUE,superadmin,now()
reg-ack-template-part,Registration Acknowledgement Template,eng,TRUE,superadmin,now()
reg-preview-template-part,Registration Preview Template,eng,TRUE,superadmin,now()
reg-dashboard-template,Dashboard Template,eng,TRUE,superadmin,now()
partner-reg-sub-template,partner registration notify subject template,eng,TRUE,superadmin,now()
partner-status-sub-template,partner status notify subject template,eng,TRUE,superadmin,now()
partner-apikey-status-sub-template,partner apikey status notify subject template,eng,TRUE,superadmin,now()
partner-reg-content-template,"partner registration notify content template
",eng,TRUE,superadmin,now()
partner-status-content-template,partner status notify content template,eng,TRUE,superadmin,now()
apikey-status-content-template,partner apikey status notify content template,eng,TRUE,superadmin,now()
